Season,Year,Season Type,District,Solar Generation (MW),Adjusted Max Power Limit (MW),Power Consumption from Chargers (MW),Total Power Consumption (MW),Chargers Added This Season,Total Chargers Placed,Spare Capacity (MW),Cumulative Total Max Power Consumption (MW),Buffer Percentage,Overall Spare Capacity (MW)
24,12,Winter,CBR East,0.9824113131313132,51.70968404040404,8.399999999999999,28.49090909090909,1,24,23.218774949494954,1068.5454545454545,0.7678926861982445,322.9842132727274
24,12,Winter,South CBR,24.7472193939394,138.62600727272726,12.95,118.82878787878788,1,37,19.797219393939386,1068.5454545454545,0.7678926861982445,322.9842132727274
24,12,Winter,Tugg,63.21897212121214,299.94624484848487,29.4,181.1878787878788,3,84,118.75836606060608,1068.5454545454545,0.7678926861982445,322.9842132727274
24,12,Winter,Gungahlin,60.957467676767685,178.19989191919194,25.2,96.80606060606061,3,72,81.39383131313133,1068.5454545454545,0.7678926861982445,322.9842132727274
24,12,Winter,Woden Valley,85.73741393939395,231.16165636363638,74.55,207.51969696969695,9,213,23.64195939393943,1068.5454545454545,0.7678926861982445,322.9842132727274
25,13,Summer,Belconnen,95.24117545454547,296.9139027272728,79.44999999999999,232.08636363636361,9,227,64.82753909090917,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,Nth CBR & City,59.66190454545455,297.26190454545457,26.25,185.70454545454544,3,75,111.55735909090913,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,CBR East,1.0016263636363638,52.05617181818182,8.75,28.65909090909091,1,25,23.397080909090906,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,South CBR,25.43519090909091,139.3261,13.299999999999999,116.3,1,38,23.0261,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,Tugg,64.71775181818182,271.7722972727273,30.45,176.54090909090908,3,87,95.23138818181823,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,Gungahlin,62.487601818181815,174.34214727272726,26.25,97.88636363636364,3,75,76.45578363636362,1085.681818181818,0.8316044581297715,219.84487490909123
25,13,Summer,Woden Valley,89.0945090909091,218.9126909090909,78.05,189.2318181818182,10,223,29.680872727272714,1085.681818181818,0.8316044581297715,219.84487490909123
26,13,Winter,Belconnen,98.23112727272729,320.68567272727273,82.94999999999999,257.7378787878788,10,237,62.94779393939393,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,Nth CBR & City,61.717566060606075,347.92362666666673,27.299999999999997,194.4818181818182,3,78,153.44180848484854,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,CBR East,1.0206707070707073,52.40248888888889,9.1,29.372727272727275,1,26,23.029761616161615,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,South CBR,26.128174545454556,140.03120484848486,13.649999999999999,119.95303030303029,1,39,20.078174545454573,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,Tugg,66.21752242424245,305.9993406060606,31.499999999999996,183.53030303030303,3,90,122.4690375757576,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,Gungahlin,64.02257131313132,185.61651070707072,27.299999999999997,98.78484848484848,3,78,86.83166222222223,1102.939393939394,0.7681810666008932,332.84110351515164
26,13,Winter,Woden Valley,92.51342545454547,242.6528193939394,81.19999999999999,218.77575757575755,9,232,23.877061818181858,1102.939393939394,0.7681810666008932,332.84110351515164
27,14,Summer,Belconnen,101.25748515151516,308.336273030303,86.1,242.37272727272727,9,246,65.96354575757573,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,Nth CBR & City,63.8041881818182,307.2708548484849,28.349999999999998,189.92575757575756,3,81,117.34509727272732,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,CBR East,1.0395443434343434,52.748635252525254,9.45,29.60151515151515,1,27,23.147120101010103,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,South CBR,26.826170303030306,140.74132181818183,14.0,117.0,1,40,23.74132181818183,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,Tugg,67.71828393939394,277.4273748484849,32.55,179.7318181818182,3,93,97.69555666666668,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,Gungahlin,65.56237616161617,181.67146707070708,28.349999999999998,100.28939393939393,3,81,81.38207313131315,1120.1969696969695,0.8306099526806632,228.44683848484874
27,14,Summer,Woden Valley,95.99416303030304,230.29719333333335,84.69999999999999,198.73030303030302,10,242,31.566890303030334,1120.1969696969695,0.8306099526806632,228.44683848484874
28,14,Winter,Belconnen,104.32024909090909,332.41115818181817,89.6,268.6909090909091,10,256,63.72024909090908,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,Nth CBR & City,65.92177090909092,358.57631636363635,29.4,200.03636363636363,3,84,158.53995272727272,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,CBR East,1.058247272727273,53.09461090909091,9.799999999999999,30.25454545454545,1,28,22.84006545454546,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,South CBR,27.529178181818185,141.4564509090909,14.35,121.07727272727273,1,41,20.379178181818176,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,Tugg,69.22003636363638,312.05640000000005,33.599999999999994,185.87272727272727,3,96,126.18367272727278,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,Gungahlin,67.10701636363638,193.0524709090909,29.4,100.76363636363635,3,84,92.28883454545456,1137.4545454545455,0.7682727484735875,343.08026163636373
28,14,Winter,Woden Valley,99.53672181818183,254.39126727272728,87.85,230.03181818181818,9,251,24.359449090909095,1137.4545454545455,0.7682727484735875,343.08026163636373
29,15,Summer,Belconnen,107.41941909090909,319.90426757575756,93.1,253.0090909090909,10,266,66.89517666666666,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,Nth CBR & City,68.07031424242425,317.4036475757576,30.45,194.14696969696968,3,87,123.25667787878791,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,CBR East,1.0767794949494949,53.44041585858585,10.149999999999999,30.543939393939393,1,29,22.896476464646458,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,South CBR,28.23719818181818,142.1765921212121,14.7,117.7,1,42,24.476592121212107,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,Tugg,70.7227796969697,283.0864160606061,34.65,182.9227272727273,3,99,100.16368878787881,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,Gungahlin,68.65649191919192,189.0201282828283,30.45,102.69242424242425,3,87,86.32770404040404,1154.7121212121212,0.829377033915251,237.55228206060588
29,15,Summer,Woden Valley,103.14110181818182,241.9289806060606,91.0,207.87878787878788,9,260,34.05019272727273,1154.7121212121212,0.829377033915251,237.55228206060588
30,15,Winter,Belconnen,110.55499515151516,344.28226787878793,96.6,279.9939393939394,10,276,64.28832848484853,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,Nth CBR & City,70.24981818181817,369.3528484848485,31.499999999999996,205.5909090909091,3,90,163.7619393939394,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,CBR East,1.0951410101010102,53.7860501010101,10.5,31.136363636363637,1,30,22.64968646464646,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,South CBR,28.950230303030306,142.90174545454545,15.049999999999999,122.20151515151515,1,43,20.700230303030295,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,Tugg,72.22651393939394,318.11742303030303,35.699999999999996,188.2151515151515,3,102,129.90227151515154,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,Gungahlin,70.21080282828282,200.50777252525253,31.499999999999996,102.74242424242425,3,90,97.76534828282828,1171.969696969697,0.7681055075791408,353.82289975757567
30,15,Winter,Woden Valley,106.807303030303,266.37699999999995,94.14999999999999,240.9378787878788,9,269,25.439121212121165,1171.969696969697,0.7681055075791408,353.82289975757567
31,16,Summer,Belconnen,113.72697727272728,331.61788636363633,100.1,263.6454545454545,10,286,67.9724318181818,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,Nth CBR & City,72.46028272727274,327.6602827272727,32.55,198.36818181818182,3,93,129.2921009090909,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,CBR East,1.1133318181818184,54.131513636363636,10.85,31.486363636363635,1,31,22.64515,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,South CBR,29.668274545454548,143.63191090909092,15.399999999999999,118.4,1,44,25.231910909090914,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,Tugg,73.7312390909091,288.74942090909093,36.75,186.11363636363637,3,105,102.63578454545456,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,Gungahlin,71.7699490909091,196.3881309090909,32.55,105.09545454545454,3,93,91.29267636363636,1189.2272727272727,0.8279287188950897,247.16120563636377
31,16,Summer,Woden Valley,110.53532545454547,253.80805272727272,97.3,217.0272727272727,9,278,36.78078000000002,1189.2272727272727,0.8279287188950897,247.16120563636377
32,16,Winter,Belconnen,116.93536545454545,356.2990018181818,103.25,290.9469696969697,9,295,65.35203212121212,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,Nth CBR & City,74.70170787878787,380.25322303030305,33.599999999999994,211.14545454545456,3,96,169.1077684848485,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,CBR East,1.1313519191919192,54.476806464646465,11.2,32.018181818181816,1,32,22.45862464646465,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,South CBR,30.39133090909091,144.36708848484847,15.749999999999998,123.32575757575758,1,45,21.041330909090888,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,Tugg,75.23695515151516,324.18240969696967,37.8,190.55757575757576,3,108,133.6248339393939,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,Gungahlin,73.3339307070707,207.98241555555552,33.599999999999994,104.72121212121212,3,96,103.2612034343434,1206.4848484848485,0.7677018741180611,365.0690178787877
32,16,Winter,Woden Valley,114.32516909090909,278.6100175757576,100.8,252.1939393939394,10,288,26.416078181818193,1206.4848484848485,0.7677018741180611,365.0690178787877
33,17,Summer,Belconnen,120.18015969696972,343.47712939393944,106.75,273.9318181818182,10,305,69.54531121212125,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,Nth CBR & City,76.97409363636365,338.0407603030303,34.65,202.58939393939394,3,99,135.45136636363637,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,CBR East,1.1492013131313132,54.821928585858586,11.549999999999999,32.42878787878788,1,33,22.393140707070707,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,South CBR,31.119399393939403,145.10727818181817,16.099999999999998,119.1,1,46,26.00727818181818,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,Tugg,76.74366212121213,294.4163893939394,38.849999999999994,189.30454545454543,3,111,105.11184393939399,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,Gungahlin,74.90274767676769,203.77547494949496,34.65,107.49848484848485,3,99,96.27699010101011,1223.7424242424242,0.8262857366830678,257.2736092121213
33,17,Summer,Woden Valley,118.17683393939397,265.93440969696974,103.94999999999999,226.52575757575755,9,297,39.408652121212185,1223.7424242424242,0.8262857366830678,257.2736092121213
34,17,Winter,Belconnen,123.46136000000001,368.46136,110.25,302.25,10,315,66.21136000000001,1241.0,0.7670822845816481,376.818616
34,17,Winter,Nth CBR & City,79.27744000000001,391.27744,35.699999999999996,216.7,3,102,174.57744000000002,1241.0,0.7670822845816481,376.818616
34,17,Winter,CBR East,1.1668800000000001,55.16688,11.899999999999999,32.9,1,34,22.26688,1241.0,0.7670822845816481,376.818616
34,17,Winter,South CBR,31.85248,145.85248,16.45,124.45,1,47,21.40248000000001,1241.0,0.7670822845816481,376.818616
34,17,Winter,Tugg,78.25136,330.25136,39.9,192.9,3,114,137.35135999999997,1241.0,0.7670822845816481,376.818616
34,17,Winter,Gungahlin,76.47640000000001,215.4764,35.699999999999996,106.69999999999999,3,102,108.77640000000002,1241.0,0.7670822845816481,376.818616
34,17,Winter,Woden Valley,122.09032000000002,291.09032,107.1,263.1,9,306,27.990319999999997,1241.0,0.7670822845816481,376.818616
