Season,Year,Season Type,District,Baseline Power Consumption (MW),Power Consumption from Chargers (MW),Total Power Consumption (MW),Chargers Added This Season,Total Chargers Placed,Spare Capacity (MW),Cumulative Total Power Consumption (MW),Buffer Percentage,Overall Spare Capacity (MW)
26,13,Winter,Woden Valley,137.57575757575756,39.9,177.47575757575757,8,114,-27.336363636363643,961.189393939394,0.9009056986189005,105.72515151515154
27,14,Summer,Belconnen,156.27272727272728,39.55,195.82272727272726,0,113,11.2560606060606,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,Nth CBR & City,161.57575757575756,10.5,172.07575757575756,0,30,71.3909090909091,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,CBR East,20.151515151515152,5.25,25.401515151515152,0,15,26.30757575757576,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,South CBR,103.0,5.25,108.25,0,15,5.665151515151521,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,Tugg,147.1818181818182,15.749999999999998,162.9318181818182,0,45,46.77727272727273,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,Gungahlin,71.93939393939394,15.049999999999999,86.98939393939393,0,43,29.119696969696975,967.9469696969696,0.9992620247113794,0.7148484848485168
27,14,Summer,Woden Valley,114.03030303030303,39.9,153.93030303030304,0,114,-19.627272727272725,967.9469696969696,0.9992620247113794,0.7148484848485168
28,14,Winter,Belconnen,179.0909090909091,42.349999999999994,221.4409090909091,8,121,6.650000000000006,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,Nth CBR & City,170.63636363636363,11.549999999999999,182.18636363636364,3,33,110.46818181818179,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,CBR East,20.454545454545453,5.6,26.054545454545455,1,16,25.981818181818184,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,South CBR,106.72727272727273,5.6,112.32727272727273,1,16,1.5999999999999943,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,Tugg,152.27272727272728,16.45,168.72272727272727,2,47,74.11363636363637,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,Gungahlin,71.36363636363636,15.749999999999998,87.11363636363636,2,45,38.83181818181818,983.4545454545455,0.9028226351605102,105.85636363636354
28,14,Winter,Woden Valley,142.1818181818182,42.699999999999996,184.88181818181818,8,122,-30.02727272727273,983.4545454545455,0.9028226351605102,105.85636363636354
29,15,Summer,Belconnen,159.9090909090909,42.349999999999994,202.2590909090909,0,121,10.225757575757598,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,Nth CBR & City,163.6969696969697,11.549999999999999,175.2469696969697,0,33,74.08636363636364,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,CBR East,20.393939393939394,5.6,25.993939393939392,0,16,26.369696969696967,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,South CBR,103.0,5.6,108.6,0,16,5.339393939393943,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,Tugg,148.27272727272728,16.45,164.72272727272727,0,47,47.640909090909105,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,Gungahlin,72.24242424242425,15.749999999999998,87.99242424242425,0,45,32.37121212121211,990.2121212121212,1.0005450225357633,-0.5393939393939036
29,15,Summer,Woden Valley,116.87878787878788,42.699999999999996,159.57878787878786,0,122,-20.790909090909082,990.2121212121212,1.0005450225357633,-0.5393939393939036
30,15,Winter,Belconnen,183.39393939393938,45.15,228.54393939393938,8,129,5.1833333333333655,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,Nth CBR & City,174.0909090909091,12.6,186.6909090909091,3,36,112.41212121212124,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,CBR East,20.636363636363637,5.949999999999999,26.586363636363636,1,17,26.104545454545452,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,South CBR,107.15151515151516,5.949999999999999,113.10151515151516,1,17,0.8499999999999943,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,Tugg,152.5151515151515,17.15,169.6651515151515,2,49,76.2257575757576,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,Gungahlin,71.24242424242425,16.45,87.69242424242425,2,47,42.60454545454546,1005.7196969696969,0.9046623348090869,105.98757575757588
30,15,Winter,Woden Valley,146.78787878787878,45.5,192.28787878787878,8,130,-32.71818181818182,1005.7196969696969,0.9046623348090869,105.98757575757588
31,16,Summer,Belconnen,163.54545454545456,45.15,208.69545454545457,0,129,9.19545454545451,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,Nth CBR & City,165.8181818181818,12.6,178.4181818181818,0,36,76.78181818181818,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,CBR East,20.636363636363637,5.949999999999999,26.586363636363636,0,17,26.43181818181818,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,South CBR,103.0,5.949999999999999,108.95,0,17,5.0136363636363654,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,Tugg,149.36363636363637,17.15,166.51363636363638,0,49,48.50454545454545,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,Gungahlin,72.54545454545455,16.45,88.99545454545455,0,47,35.62272727272726,1012.4772727272727,1.0017746763666717,-1.793636363636324
31,16,Summer,Woden Valley,119.72727272727272,45.5,165.22727272727272,0,130,-21.954545454545467,1012.4772727272727,1.0017746763666717,-1.793636363636324
32,16,Winter,Belconnen,187.6969696969697,47.949999999999996,235.64696969696968,8,137,3.716666666666697,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,Nth CBR & City,177.54545454545456,13.649999999999999,191.19545454545457,3,39,114.3560606060606,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,CBR East,20.81818181818182,6.3,27.11818181818182,1,18,26.227272727272723,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,South CBR,107.57575757575758,6.3,113.87575757575758,1,18,0.09999999999999432,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,Tugg,152.75757575757575,17.849999999999998,170.60757575757575,2,51,78.3378787878788,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,Gungahlin,71.12121212121212,17.15,88.27121212121213,2,49,46.3772727272727,1027.9848484848485,0.9064293734044935,106.118787878788
32,16,Winter,Woden Valley,151.39393939393938,48.3,199.6939393939394,8,138,-35.40909090909091,1027.9848484848485,0.9064293734044935,106.118787878788
33,17,Summer,Belconnen,167.1818181818182,47.949999999999996,215.13181818181818,0,137,8.165151515151535,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,Nth CBR & City,167.93939393939394,13.649999999999999,181.58939393939394,0,39,79.47727272727272,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,CBR East,20.87878787878788,6.3,27.17878787878788,0,18,26.493939393939392,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,South CBR,103.0,6.3,109.3,0,18,4.6878787878787875,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,Tugg,150.45454545454544,17.849999999999998,168.30454545454543,0,51,49.36818181818185,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,Gungahlin,72.84848484848484,17.15,89.99848484848485,0,49,38.874242424242425,1034.7424242424242,1.002954245325137,-3.047878787878517
33,17,Summer,Woden Valley,122.57575757575758,48.3,170.87575757575758,0,138,-23.118181818181824,1034.7424242424242,1.002954245325137,-3.047878787878517
34,17,Winter,Belconnen,192.0,50.75,242.75,8,145,2.25,1050.25,0.908127972330307,106.25
34,17,Winter,Nth CBR & City,181.0,14.7,195.7,3,42,116.30000000000001,1050.25,0.908127972330307,106.25
34,17,Winter,CBR East,21.0,6.6499999999999995,27.65,1,19,26.35,1050.25,0.908127972330307,106.25
34,17,Winter,South CBR,108.0,6.6499999999999995,114.65,1,19,-0.6500000000000057,1050.25,0.908127972330307,106.25
34,17,Winter,Tugg,153.0,18.549999999999997,171.55,2,53,80.44999999999999,1050.25,0.908127972330307,106.25
34,17,Winter,Gungahlin,71.0,17.849999999999998,88.85,2,51,50.150000000000006,1050.25,0.908127972330307,106.25
34,17,Winter,Woden Valley,156.0,51.099999999999994,207.1,8,146,-38.099999999999994,1050.25,0.908127972330307,106.25
